#SHEET_NAME,忆-第六回
,Command,Arg1,Arg2,Arg3,Arg4,Arg5,Arg6,Arg7,WaitType,Text,PageCtrl,Voice,WindowType,SC,TC,English,Japanese,Russian,
,ChapterAnimation,BG_Yi_6,chapter_bg_Y,chapter_title_Y6,Liang,265,,,,,,,,,,,
,*map_yi_6,,,,,,,,,,,,,,,,
,UnlockPlotMap,map_yi_6,,,,,,,,,,,,,,,
,SetChapterName,忆-第六回,,,,,,
,Wait,,,,,,1,
,FadeOut,black,,,,,0,
,BgEvent,牵灯夜行1,,,,,,,,,,,,,,,
,FadeIn,black,,,,,1,,,,,,,,,,,
,Ambience,室外主风,TRUE
,AutoSave
,,,,,,,,,,默认1,,,,说起来，我从未在如此深夜归家。,說起來，我從未在如此深夜歸家。,"Now that I think of it, I’d never come home this late before.",そういえば、深夜に家に帰ることなどこれまでになかった。,"Если подумать, то я впервые возвращаюсь домой так поздно.",
,,,,,,,,,,默认2,,,,时近子时，长街早已陷入一片墨色，万籁俱寂，只余我俩一前一后的脚步声，在空旷的街巷中回荡。,時近子時，長街早已陷入一片墨色，萬籟俱寂，只有余我倆一前一後的腳步聲，在空曠的街巷中迴盪。,"Nearing the Hour of the Rat, the long street had dissolved into pitch-black silence, broken only by the hollow echoes of our footsteps—one trailing the other—through the empty alleyways.",既に子の刻も近い。長い通りは墨をこぼしたように暗く、ひっそりと静まり返っている。私たち二人の足音だけが、こつこつと開けた路地に反響した。,"Ближе к страже <ruby=23:00-01:00>Крысы</ruby> длинная улица растворилась во мраке, а всё погрузилось в тишину, которую нарушало лишь эхо наших шагов - моих и той, что шла позади.",
,,,,,,,,,,默认3,,,,我提着一盏灯，昏黄的光晕仅能照亮脚下方寸之地。,我提著一盞燈，昏黃的光暈僅能照亮腳下方寸之地。,"I carried a lantern, its dim yellow glow barely illuminating the patch of ground beneath my feet.",私が提げている微かな光では、足元のごくわずかな範囲しか照らすことができない。,Тусклый желтоватый свет фонаря в моих руках едва освещал землю под ногами.,
,,,,,,,,,,默认4,,,,它随着我的步伐轻轻晃动，像一只温顺的萤火虫，指引着前方的道路，使得我们不会摔倒。,它隨著我的步伐輕輕晃動，像一隻溫順的螢火蟲，指引著前方的道路，使得我們不會摔倒。,"It swayed gently with my steps, like a docile firefly, lighting the path ahead to keep us from stumbling.",それは私が歩くたびにおとなしい蛍のように軽く揺れ、私たちが転んでしまわないよう、進む先を示してくれている。,"Он мягко покачивался в такт моих шагов, словно послушный светлячок, освещающий путь впереди, чтобы мы не споткнулись.",
,,,,,,,,,,默认5,,,,身后那细碎却坚定的脚步声，无时无刻不在提醒着我——今夜，我方知宥并非是独自归家。,身後那細碎卻堅定的腳步聲，無時無刻不在提醒著我——今夜，我方知宥並非是獨自歸家。,"The faint yet relentless footsteps behind me never ceased their reminder——that tonight, Fang Zhiyou was not returning home alone.",背後で聞こえる小さな、それでいてはっきりとした足音が、ずっと私にこう告げている――今夜、方知宥は一人で帰宅しない、と。,"Мелкие, но уверенные шажки за моей спиной постоянно напоминали мне - этой ночью Фан Чжию идёт домой не один.",
,,,,,,,,,,默认6,,,,约莫一炷香前，在我即将离开二十四桥柳巷之际，撞见了一位蜷缩暗处、呜咽垂泪的女子。,約莫一炷香前，在我即將離開二十四橋柳巷之際，撞見了一位蜷縮暗處、嗚咽垂淚的女子。,"About an hour ago, as I neared the end of Willow Lane at Twenty-Four Bridges, I spotted a woman hunched in the shadows, weeping softly.",およそ一炷香前。二十四橋の柳巷を抜けようとしたところで、暗がりにうずくまって泣いている女と出会った。,"Примерно время горения одной палочки благовоний тому назад, собираясь уже покидать ""Ивовый переулок"", я наткнулся на свернувшуюся в калачик и горько плакавшую девушку.",
,,,,,,,,,,默认7,,,,我给了她一两银子，本意是劝她早些归去，她却以无处可归为由，一路默默相随，直至此地。,我給了她一兩銀子，本意是勸她早些歸去，她卻以無處可歸為由，一路默默相隨，直至此地。,"I gave her one tael of silver, hoping to persuade her to leave, but she silently followed me all the way here, claiming she had nowhere else to go.",さっさと帰らせてやるつもりで少し金をやったのだが、帰る場所がないという理由でついてきてしまい、現在に至る。,"Я дал ей таэль серебра с мыслью, чтобы она поскорее могла вернуться домой, но вместо этого, под предлогом того, что ей больше некуда идти, она стала молча следовать за мной всю дорогу.",
,Se,推门,,,,,,,,,,,,,,,,
,BgEventOff,CG名,,,,,1,,,,,,,,,,,
,Bg,方院外街道忆夜,,,,,,,,,,,,,,,,
,,,,,,,,,,默认8,,,,——吱呀,——吱呀,—Creak,――ギイ,*Скрип.*,
,,,,,,,,,,默认9,,,,我推开了方院的木门。,我推開了方院的木門。,I pushed open the wooden door of Fang's Courtyard.,方院の門を押し開けた。,Я распахнул деревянные ворота двора семьи Фан.,
,CharacterOff,,,,,,3,,,,,,,,,,,
,HideMessageWindow,,,,,,,,,,,,,,,,,
,CaptureImage,截图,SpriteCamera,背景截图,,,,,,,,,,,,,,
,Bg,方院夜,,,,,,,,,,,,,,,,
,RuleFadeOut,截图,FadeCircle,,Linear,,3,,PageWait,,,,,,,,,
,Wait,,,,,,1,,,,,,,,,,,
,ShowMessageWindow,,,,,,,,,,,,,,,,,
,Ambience,室内沙沙,TRUE,,,,,,,,,,,,,,,
,,,,,,,,,,默认10,,,,方院不算轩敞，一庭三室，但于我一人而言，已是绰绰有余。,方院不算軒敞，一庭三室，但於我一人而言，已是綽綽有餘。,"Fang's Courtyard wasn’t particularly spacious—just a single courtyard with three rooms—but for me alone, it was more than enough.",庭が一つに家屋が三つ、そう広い屋敷ではない。だが一人暮らしの私には、十分すぎるほどのゆとりだ。,Двор был не особенно просторен - всего два флигеля и главный дом - но для одного меня этого было более чем достаточно.,
,,,,,,,,,,默认11,,,,此地与我缘分匪浅。曾几何时，我与雁儿姐便隔着一扇门，背靠背地倚坐于此。,此地與我緣分匪淺。曾幾何時，我與雁兒姐便隔著一扇門，背靠背地倚坐於此。我們一同背書，一同奏樂，分享彼此的悲喜，如此度過了一年多的光陰。後來，方家人察覺了我們的私會，再見她便難如登天。,"This place held a deep connection for me. Once, <ruby=Swan Goose>Sister Yan</ruby> and I sat back-to-back here, separated only by a door. We studied together, played music together, shared each other’s joys and sorrows—over a year passed like this. Later, the Fang Family discovered our secret meetings, and seeing her again became as difficult as climbing to the heavens.",この場所には深い縁がある。かつて雁姉と門一枚挟んで背中合わせに座っていたものだ。共に本を読み、曲を奏で、一年近く苦楽を共にする暮らしをした。その後は密会がばれ、再び会うことは難しくなった。,"Это место было связано со мной нитями судьбы. Когда-то мы с сестричкой Лебёдушкой сидели здесь спина к спине, разделённые лишь воротами. Больше года мы вместе учились, играли музыку, делились радостями и бедами. Затем в семье Фан прознали про наши тайные встречи, и снова повидаться с ней стало задачей крайне трудной.",
,,,,,,,,,,默认1111,,,,我们一同背书，一同奏乐，分享彼此的悲喜，如此度过了一年多的光阴。后来，方家人察觉了我们的私会，再见她便难如登天。,,,,
,,,,,,,,,,默认12,,,,再后来，伯父死了，她被伯母送走了，不知所踪。,再後來，伯父死了，她被伯母送走了，不知所蹤。,"Later, Uncle died, and Aunt sent her away—no one knows where she went.",後に伯父が死に、彼女は伯母にどこかにやられてしまい、行方知れずとなった。,"Ну а потом дядя умер, а тётя её выслала в неизвестном направлении.",,,
,,,,,,,,,,默认362,,,,是因为她和我躲在破屋的干草中，看着天空一点点暗下来？,是因為她和我躲在破屋的乾草中，看著天空一點點暗下來？,"Was it because we hid together in the dry grass of the abandoned house, watching the sky slowly darken?",一緒にあばら家の干し草の中に隠れ、空が暗くなってゆくのを見たから？,"Из-за того, что мы вместе прятались в заброшенном доме, смотря на тускнеющее небо?",,,
,,,,,,,,,,默认363,,,,还是因为我们隔墙私语，一同念书，互诉心事？,還是因為我們隔牆私語，一同念書，互訴心事？,"Or was it because we whispered through walls, studied together, and shared our secrets?",それとも、壁を挟んでひそひそ話し、本を読み上げ、互いの心の内を打ち明け合った仲だからか？,"Или же из-за того, что мы вместе перешёптывались через ворота, учились вместе и делились секретами?",,,
,,,,,,,,,,默认364,,,,我早就有些忘了，也记不清了。,我早就有些忘了，也記不清了。,"I've long forgotten, and can't quite remember anymore.",既に忘れてしまい、はっきりとは思い出せない。,Некоторые вещи уже успели стереться из моей памяти.,,,
,,,,,,,,,,默认365,,,,不得不说，我对雁儿姐的感情，或许并非是因欲而生的男女之情。,不得不說，我對雁兒姐的感情，或許並非是因欲而生的男女之情。,"I must admit, my feelings for <ruby=Swan Goose>Sister Yan</ruby> might not have been romantic love born from desire.",だが雁姉に対する感情は、おそらく欲による男女のそれではないと言い切れる。,"Но стоит сказать, что мои чувства к сестричке Лебёдушке, пожалуй, не были чувствами мужчины к женщине, порождёнными простым желанием.",,,
,,,,,,,,,,默认366,,,,我们之间，更多的是憧憬、是安心、是对同病相怜之人的共情。,我們之間，更多的是憧憬、是安心、是對同病相憐之人的共情。,"Between us lay longing, solace, and the empathy of kindred souls who shared our suffering.",むしろ私たちの間にある感情は、憧れや安心、同じ不遇の身であることに対する共感が強い。,"Мы, скорее, просто тянулись друг к другу, нам было приятно и спокойно вместе. Нас объединяли наши общие страдания.",,,
,,,,,,,,,,默认367,,,,毕竟，当时我们都是没了父母的无家可归之人，都困在大伯给我们造的囚笼里。,畢竟，當時我們都是沒了父母的無家可歸之人，都困在大伯給我們造的囚籠裡。,"After all, we were both parentless drifters then, trapped in the cage Uncle had forged for us.",何せ私たちは、どちらも両親を失い、帰る場所もなく、伯父の作った鳥籠に閉じ込められていた身だ。,"Ведь мы тогда оба были сиротами без собственного крова, запертыми в клетке, которую для нас создал дядя.",,,
,,,,,,,,,,默认368,,,,我们相同而不同，我们曾彼此需要，也彼此珍惜。,我們相同而不同，我們曾彼此需要，也彼此珍惜。,We were alike yet distinct; we needed and cherished each other.,似て非なる私たちは、互いを必要とし、また大切にしていた。,"Мы были похожи, но в то же время разные. Мы нуждались друг в друге и дорожили друг другом.",,,
,,,,,,,,,,默认369,,,,我一直留念着与她在一起时的感受。,我一直留唸著與她在一起時的感受。,I’ve always clung to how it felt to be with her.,彼女と過ごした時の気持ちを、私はまだ引きずっている。,"Я всегда с теплом вспоминал те эмоции, которые я испытывал рядом с ней.",,,
,,,,,,,,,,默认370,,,,因此哪怕这么多年过去了，我却依然惦记着她。,因此哪怕這麼多年過去了，我卻依然惦記著她。,"That’s why, even now, I still carry her in my thoughts.",これほどの年月が過ぎても、彼女のことを想い続けているのだ。,"Поэтому она так и не выходит у меня из головы, сколько бы лет ни прошло.",,,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,BgEvent,林翩翩侧卧6,,,,,1,,,,,,,,,,,
,,林翩翩,,,,,,,,默认371,,林翩翩/13_林翩翩_092,,[她叫什么名字？],[她叫什麼名字？],"""What was her name?""",「なんていう名前？」,"""А как её звали?""",,,
,CharacterOff,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认372,,,,正当我又在心中思考对雁儿姐的感情时，林翩翩又开口提问了。,正當我又在心中思考對雁兒姐的感情時，林翩翩又開口提問了。,"As I lost myself in memories of <ruby=Swan Goose>Sister Yan</ruby>, Lin Pianpian’s voice cut through with another question.",またも雁姉に思いを馳せ始めた時、翩翩がそう訊いた。,"Пока я был погружён в мысли о сестричке Лебёдушке, спросила меня Линь Пяньпянь.",,,
,,方知宥,,,,,,,,默认373,,,,[……],[……],"""...""",「……」,"""...""",,,
,,,,,,,,,,默认374,,,,我有些难以启齿。,我有些難以啟齒。,I find this somewhat hard to say.,少し口にするのをためらった。,Мне было трудно ответить.,,,
,,,,,,,,,,默认375,,,,心上人自己一人惦记还好。,心上人自己一人惦記還好。,It's fine to keep a crush to oneself.,惚れた相手のことを一人で思い悩むならまだいい。,Держать в себе свою любовь - вполне нормально.,,,
,,,,,,,,,,默认376,,,,若是告诉了别人，便觉得很羞耻了。,若是告訴了別人，便覺得很羞恥了。,But telling others feels utterly shameful.,だが誰かに話すとなると、とたんに恥ずかしくなってしまう。,Но вот рассказывать про неё кому-то ещё - стыдно.,,,
,,林翩翩,,,,,,,,默认377,,林翩翩/13_林翩翩_093,,[说嘛，我保证不告知他人。],[說嘛，我保證不告知他人。],"""Go on, I swear I won't tell a soul.""",「教えてよ。誰かに言ったりしないから」,"""Ну, поделись. Обещаю, я никому не расскажу.""",,,
,,,,,,,,,,默认378,,,,林翩翩向我承诺道。,林翩翩向我承諾道。,Lin Pianpian promised me.,翩翩がそう誓う。,Заверила меня Линь Пяньпянь.,,,
,BgEvent,方侧卧1,,,,,1,,,,,,,,,,,
,,方知宥,,,,,,,,默认379,,方知宥/13_方知宥_52,,[苏连雁……她说她娘在生下她时，天上正好有成排的大雁飞过，因此取了这个名字。],[蘇連雁……她說她娘在生下她時，天上正好有成排的大雁飛過，因此取了這個名字。],"""Su Lean-yan... She said her mother named her after the formation of wild geese flying overhead when she was born.""",「蘇連雁……生まれた時、ちょうど雁が列を作って飛んでいたから、この名前をつけられたらしい」,"""Су Ляньянь... Она рассказывала, что, когда её мать рожала её, над ними пролетел клин лебедей, и так она и получила это имя.""",,,
,,,,,,,,,,默认380,,,,我终是开口了。,我終是開口了。,I finally spoke up.,私は、ついに口を割った。,Наконец-то ответил я.,,,
,,林翩翩,,,,,,,,默认381,,林翩翩/13_林翩翩_094,,[喔，真是好名字……啊！且慢，我怎么觉得有些耳熟？？],[喔，真是好名字……啊！且慢，我怎麼覺得有些耳熟？？],"""Oh, what a lovely name... Wait! Hold on—why does that sound familiar??""",「あら、いい名前じゃない……あっ！待って……なんだか聞き覚えがあるような……」,"""Ой, милое имя... Погоди! Оно как будто звучит знакомо!""",,,
,,方知宥,,,,,,,,默认382,,方知宥/13_方知宥_53,,[耳熟？],[耳熟？],"""Familiar?""",「聞き覚えがある？」,"""Знакомо?""",,,
,,林翩翩,,,,,,,,默认383,,林翩翩/13_林翩翩_095,,[嗯，若我没记错，现今二十四桥的头牌花魁，名讳与此相仿。],[嗯，若我沒記錯，現今二十四橋的頭牌花魁，名諱與此相仿。],"""Indeed. Unless I'm mistaken, the current Top Courtesan of Twenty-Four Bridges shares a similar name.""",「うん。あたしの記憶違いじゃなければ、今二十四橋の一番娘の花魁の名前が、似たような名前だったわ」,"""Да. Если не ошибаюсь, то у нынешней девицы первого ранга у Двадцать четвёртого моста имя звучит весьма схоже.""",,,
,BgEvent,方侧卧4,,,,,2,,,,,,,,,,,
,,方知宥,,,,,,,,默认384,,方知宥/13_方知宥_54,,[是姓苏，名连雁？],[是姓蘇，名連雁？],"""Is the surname Su, given name Lean-yan?""",「姓が蘇、名が連雁？」,"""Фамилия Су, а имя Ляньянь?""",,,
,,林翩翩,,,,,,,,默认385,,林翩翩/13_林翩翩_096,,[似是……如此？],[似是……如此？],"""Seems so... Is that so?""",「たぶん……そうかな？」,"""Ну... вроде бы да?""",,,
,CharacterOff,,,,,,,,,,,,,,,,,
,,方知宥,,,,,,,,默认386,,,,[……],[……],"""...""",「……」,"""...""",,,
,Sprite,黑,,特效前,,,0.5,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0 time=0,,,,,,,,,,,,,,
,Tween,黑,ColorTo,alpha=0.4 time=0,,,,,NoWait,,,,,,,,,
,Wait,,,,,,0,,,,,,,,,,,
,,,,,,,,,,默认387,,,,我怔住了。,我怔住了。,I froze.,私は呆気にとられた。,Я застыл.,,,
,,,,,,,,,,默认388,,,,雁儿姐这名字挺少见的，应当很少有同名之人。,雁兒姐這名字挺少見的，應當很少有同名之人。,The name <ruby=Swan Goose>Sister Yan</ruby> is quite rare—there shouldn't be many with the same name.,雁姉の名はとても珍しい。同名の者はほとんどいないはずだ。,Имя у сестрички Лебёдушки довольно редкое - вряд ли бы нашлось много людей с таким же именем.,,,
,,,,,,,,,,默认389,,,,哪怕同名，也不太可能同姓。,哪怕同名，也不太可能同姓。,"Even if the names matched, sharing the same surname would be unlikely.",同名だったとしても、姓まで同じである可能性は低い。,"Даже если имя совпало, то совпадение ещё и фамилии точно было практически невозможно.",,,
,,,,,,,,,,默认390,,,,难道她真在青楼？,難道她真在青樓？,Could she really be in a pleasure house?,まさか、彼女が青楼に？,"Неужели она правда в ""зелёном тереме""?",,,
,,,,,,,,,,默认391,,,,是当年被伯母卖去的？,是當年被伯母賣去的？,Was she sold there by Aunt back then?,あの時、伯母に売られたのか？,Это туда её продала тётя?,,,
,SpriteOff,黑,,,,,0.5,,NoWait,,,,,,,,,
,Wait,,,,,,0.5,,,,,,,,,,,
,BgEvent,林翩翩侧卧6,,,,,1,,,,,,,,,,,
,,林翩翩,,,,,,,,默认392,,林翩翩/13_林翩翩_097,,[怎么……听我这般说，你想去青楼寻她了？？],[怎麼……聽我這般說，你想去青樓尋她了？？],"""How... Hearing me say this, you actually want to search for her in a pleasure house??""",「どうしたの……それを聞いて、青楼に会いに行きたくなっちゃった？」,"""Погоди... ты хочешь отправиться искать её в 'зелёном тереме'?""",,,
,,,,,,,,,,默认393,,,,她见我久默不语，压低声音，小心翼翼探问。,她見我久默不語，壓低聲音，小心翼翼探問。,"Noticing my prolonged silence, she lowered her voice and cautiously probed.",私が口をつぐんだままなのを見て、彼女は声をひそめ、慎重な様子で尋ねてきた。,"Заметив моё молчание, она, понизив голос, осторожно спросила меня.",,,
,,林翩翩,,,,,,,,默认394,,林翩翩/13_林翩翩_098,,[唉……青楼可不是花街柳巷，并非想进就能进……不过嘛，若有才学、钱财，加之些许声名，也并非不可能。],[唉……青樓可不是花街柳巷，並非想進就能進……不過嘛，若有才學、錢財，加之些許聲名，也並非不可能。],"""Sigh... pleasure houses aren't like the Flower Street and Willow Lane—you can't just waltz in... But with talent, money, and some reputation, it's not entirely impossible.""",「はあ……青楼は花街や柳巷と違って、そう易々と入れる場所じゃないわよ……でも、学とお金、あとはちょっとの名声さえあれば、無理でもない」,"""Эх... 'Зелёные терема' - это тебе не 'Цветочная улица' или 'Ивовый переулок', туда нельзя просто так заявиться... Но с талантом, деньгами или со связями ещё можно...""",,,
,,方知宥,,,,,,,,默认395,,,,[……],[……],"""...""",「……」,"""...""",,,
,,林翩翩,,,,,,,,默认396,,林翩翩/13_林翩翩_099,,[我认得一位刘婆婆，她虽非管我的鸨母，却是娘的旧友，与我相熟……你若是真想去青楼，我可以带你见她，向她打听。],[我認得一位劉婆婆，她雖非管我的鴇母，卻是娘的舊友，與我相熟……你若是真想去青樓，我可以帶你見她，向她打聽。],"""I know a Granny Liu. Though she's not the brothel matron in charge of me, she was my mother's old friend and is quite familiar with me... If you truly wish to visit the pleasure house, I can take you to see her and make inquiries.""",「劉ばあっていう人を知ってるわ。あたしの女将ではないけど、お母さんの友達で、仲がいいの……青楼に行きたいなら、彼女に紹介して聞いてあげてもいいわ」,"""Но я знакома с тётушкой Лю - пусть она и не моя хозяйка, но она была старой подругой матери, и меня тоже хорошо знает... Если действительно хочешь попасть в 'зелёный терем', я могу отвести тебя к ней и разузнать про это дело.""",,,
,,方知宥,,,,,,,,默认397,,,,[……］,[……］,"""...""",「……」,"""...""",,,
,,林翩翩,,,,,,,,默认398,,林翩翩/13_林翩翩_100,,[知宥……如何？你……你想去吗？],[知宥……如何？你……你想去嗎？],"""Zhiyou... Well? Do you want to go?""",「知宥……どう？行ってみたい？」,"""Так что, Чжию? Пойдёшь?""",,,
,CharacterOff,,,,,,,,,,,,,,,,,
,,,,,,,,,,默认399,,,,林翩翩严肃地探问道。,林翩翩嚴肅地探問道。,Lin Pianpian asked with serious probing.,真面目な様子で、彼女が私に問う。,Серьёзно спросила меня Линь Пяньпянь.,,,
,,方知宥,,,,,,,,默认400,,方知宥/13_方知宥_55,,[嗯，想去。],[嗯，想去。],"""Mm, I want to go.""",「ああ、行ってみたい」,"""Да, пойду.""",,,
,,,,,,,,,,默认401,,,,我抿着唇，正色说道。,我抿著唇，正色說道。,I pressed my lips together and declared solemnly.,唇を噛み締め、真剣にそう言った。,"Сжав губы, объявил я.",,,
,,,,,,,,,,默认402,,,,如我这般严肃道出“想去青楼”者，世间恐难寻到第二人了。,如我這般嚴肅道出“想去青樓”者，世間恐難尋到第二人了。,"Few in this world could state with such gravity ""their wish to visit a pleasure house"" as I just did.",私ほど真面目に「青楼へ行きたい」などと言う者は、おそらく世間に二人といないだろう。,"Вряд ли кто-то ещё в этом мире с такой же серьёзностью объявлял о своём желании посетить ""зелёный терем"", как это сделал я.",,,
,,林翩翩,,,,,,,,默认403,,林翩翩/13_林翩翩_101,,[那我们何时去？],[那我們何時去？],"""So when shall we go?""",「じゃ、いつ行く？」,"""Когда пойдём?""",,,
,,,,,,,,,,默认404,,,,她漫不经心地问。,她漫不經心地問。,She asked absently.,彼女が何気なく聞く。,Непринуждённо спросила она.,,,
,,方知宥,,,,,,,,默认405,,方知宥/13_方知宥_56,,[明日如何？],[明日如何？],"""What about tomorrow?""",「明日は？」,"""Как насчёт завтра?""",,,
,,林翩翩,,,,,,,,默认406,,,,[……],[……],"""...""",「……」,"""...""",,,
,BgEvent,林翩翩侧卧5,,,,,1,,,,,,,,,,,
,,林翩翩,,,,,,,,默认407,,林翩翩/13_林翩翩_102,,[好，我带你去。明日午时过后，我们一同去吧。],[好，我帶你去。明日午時過後，我們一同去吧。],"""Very well, I'll take you. We'll go together after noon tomorrow.""",「わかった。案内してあげる。明日の正午過ぎ、一緒に行きましょ」,"""Хорошо, я тебя отведу. Завтра после полудня пойдём вместе.""",,,
,,,,,,,,,,默认408,,,,林翩翩缓缓应承。,林翩翩緩緩應承。,Lin Pianpian slowly acquiesced.,翩翩がゆっくりと頷いた。,Неспешно согласилась Линь Пяньпянь.,,,
,,方知宥,,,,,,,,默认409,,,,[……],[……],"""...""",「……」,"""...""",,,
,FadeOut,black,,,,,2,,,,,,,,,,,
,,,,,,,,,,默认410,,,,当她说完的时候，那盏我从柳巷买的灯，正好燃尽了烛芯。,當她說完的時候，那盞我從柳巷買的燈，正好燃盡了燭芯。,"As her words faded, the lantern I'd bought from Willow Lane guttered its last.",彼女が言い終えると、柳巷で買った灯りがちょうど燃え尽きた。,"Когда она закончила говорить, фонарь, купленный на ""Ивовом переулке"", как раз догорел окончательно.",,,
